id,revision,category,date,title,place,region,summary,source,sourceUrl,archivedAt
auto-e9db5e3cf236f73b,b41480892fff1c1a,event,2023-10-24,В Якутии медведь-шатун вышел на свалку рядом с поселком Усть-Нера. Фото и видео,Республика Саха (Якутия),Республика Саха (Якутия),В индексе новостей опубликован заголовок: «В Якутии медведь-шатун вышел на свалку рядом с поселком Усть-Нера. Фото и видео». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,ЯСИА,https://news.google.com/rss/articles/CBMinwFBVV95cUxQQkU1VENraVRQWmJUc2V1aHdKbzFnYnl3UjZWVDRTeDYxRGFJZUI5VnBVUDBiMktIXzlrTzdQYnVWM0N3NFhKNkJtTkRuV0J4RVRPVW8zd195dmJCSklNZ1BqMTlTOVZZX3dROHNqVlZzdGJCaENDaHJidGN4WjNxaV9wMFVCYjNSQmNCS3M1QVkzaXd2ZUs1N1Jpblp5bHM?oc=5,2026-09-24T19:40:15+00:00
auto-dcaddf92b256f8aa,8e58065f1e2ae573,event,2023-10-24,В Красноярске заметили медведицу с медвежонком,Красноярск,Красноярский край,В индексе новостей опубликован заголовок: «В Красноярске заметили медведицу с медвежонком». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Новости ТВК,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9KTkladmJSMEVYTmVjTXVYXzhhckFldHZRckZCa2xCb3Qzd01oaFozNXk5MTB2aGJjbDZvcnA4UXRxWExySnpSMy1KYW8zaEIyZGI2OS13?oc=5,2026-09-24T19:40:15+00:00
auto-0a8988d458872725,e4e8e8f1e4568b0f,event,2023-10-17,В Тульской области появился бурый медведь,Тульская область,Тульская область,В индексе новостей опубликован заголовок: «В Тульской области появился бурый медведь». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,MySlo,https://news.google.com/rss/articles/CBMihwFBVV95cUxOVFRvYzNjRXlQYTdCa3RWY0dGODVaalVvN3BLNlZOTFliRkFVUkJQRk5Uc2dBMDg3OEJQQ1RYN0JlcDRUZHFDRnpXQjRFaFM2YU9zSWhoRktUWVlUQ0V0RVFuSHJoSlRqeE16WW01Z2RjZE5HdTVuUXk0WEE2d1hpbFN1M21ZcXPSAYwBQVVfeXFMT1JKY0VXRXhaX0tFRWJFWk0tZWxqbWFtVlpaWWwxc24xNmwtUWwxaUhVRTZ0bUpFc3l0M00yREZBcWktTU5sSk9KaFNkbFdTTGZmZjBPZ2pnYmg3OE10SzE0c241U2hPT1pLTkh1elRjZHo3YldlaHF5WWxDYWFYNzA0OVZmZkxvSDhWUFg?oc=5,2026-09-24T19:40:15+00:00
auto-22d6d1131f6d6d6a,b3d5b7b1f3488762,event,2023-10-16,В Новосибирской области медведя прогнали в лес громким сигналом — Новости Новосибирска и области,Новосибирская область,Новосибирская область,В индексе новостей опубликован заголовок: «В Новосибирской области медведя прогнали в лес громким сигналом — Новости Новосибирска и области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Atas.info,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPLWpEcldSdDloaWVBTEtsWE8wN3FPTFdvOUZqTnQzRzYweHZRNjhtVU4tY3FHQTVuUEhqUDFwV3F0SzEwN09QQXNCZ3VYTFFUdm9UeVFyMkUxLWZSVHJURjRiVnctTGFtN0RUX3V1c21XZDF3RDhJcWZoTHZKUUg1b2hLU01kRWhxZ1Qzdy1ZYktIcjJERV9lTVVaQjU0dXZlSnd0QkVPaExodw?oc=5,2026-09-24T19:40:15+00:00
curated-29b9d61bd4947757,356e362b772b5d1c,event,2023-09-05,"Стрежевой, Томская область: выход медведя к людям",Стрежевой,Томская область,Медведь ночью прошёл через несколько районов города; экипаж ДПС выгонял его из жилых кварталов.,Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%A1%D1%82%D1%80%D0%B5%D0%B6%D0%B5%D0%B2%D0%BE%D0%B9%2C%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C%202023,2026-09-24T19:40:15+00:00
auto-e2dd52c23d7cb07f,ea7859a5e612be8b,event,2023-09-01,В Приморье медведь растерзал сторожа,Приморский край,Приморский край,В индексе новостей опубликован заголовок: «В Приморье медведь растерзал сторожа». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Amur.life,https://news.google.com/rss/articles/CBMifkFVX3lxTE5jQlN0Nk5wWmtySnZfSHZwTFFWZ1pkaEd1bTI4RmM0X00xZFB1YW1KSE1DNGtOZHJtWmc1b1VnUGFybUFVcFBwbWVVa1hDM3pCWXc1QW1faE1pQmQ3aWlkUmxfNjVCZlh0VHY3U0Z3aE5SSlVZLWZfS2tvMld3dw?oc=5,2026-09-24T19:40:15+00:00
auto-2865e9d5434a8dad,74e0e1dde8e9a014,event,2023-08-25,"На Камчатке мама-медведица напала на туристов, которые плыли на лодке",Камчатский край,Камчатский край,"В индексе новостей опубликован заголовок: «На Камчатке мама-медведица напала на туристов, которые плыли на лодке». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",life.ru,https://news.google.com/rss/articles/CBMiPkFVX3lxTE1jQ0p6OGNMZ1UwT2FuUnBLTlBiOGVRWk9RTXVWRXduRjVYdVJOTzZ2TmhaYVoxWDJjQVhtckJn?oc=5,2026-09-24T19:40:15+00:00
auto-f531f581cae4928a,4150cde278e8ed56,event,2023-08-19,Растерзал лошадей и жеребенка: еще одно нападение медведя в Новосибирской области,Новосибирская область,Новосибирская область,В индексе новостей опубликован заголовок: «Растерзал лошадей и жеребенка: еще одно нападение медведя в Новосибирской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,newsib.net,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOa21QTjBRRHpqeWZELXZaNVdiT1lVMHg3VkFmeUw1WnN1bEprUFUtcTV6MmtRbUJjR1JEUXpMajU0TDQtMFAxMUpCbzQ3ckItZGhaT1hRcVROT194eWROX3cwVUlvVFRPVzRmeE5VWVhFeVY5MXVwN0pUbm5zbVlKcHdhUEYxVFpWRnYxS2kzTHFHOWZPVTlWdDRfTk81SEc3VjBsdGNNam8tVlVtQS1henlTLTl0WFFm?oc=5,2026-09-24T19:40:15+00:00
auto-cd4c8eff3a7a555e,051c8353bf7a4092,event,2023-08-15,В Красноярском крае медведь напал на грибников. Пострадали двое,Красноярский край,Красноярский край,В индексе новостей опубликован заголовок: «В Красноярском крае медведь напал на грибников. Пострадали двое». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,trk7.ru,https://news.google.com/rss/articles/CBMiR0FVX3lxTFB3OE9lYl9oWmVKSkZUYVRVakFPcXNOakU0NFlHRmJ4dDFXVWw1S0pISHVBOTQzRnppRWRDZkFPSmpSMUQxT3Vz?oc=5,2026-09-24T19:40:15+00:00
auto-c364c8ca044521ce,069c263ce20f1ba6,event,2023-07-30,В Бурятии медведь напал на свинью,Республика Бурятия,Республика Бурятия,В индексе новостей опубликован заголовок: «В Бурятии медведь напал на свинью». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Байкал-Дейли,https://news.google.com/rss/articles/CBMiVkFVX3lxTFAtR1ZjUnpVYTVWenJ5NF9VLVIwNWRiUWlFeXp4bjAtcU5ZeWVxWVpEOHFhRnBCdzByekM3U2tUUWxPZ0JDVzloaWozUGJ6RXplVExpUU5R?oc=5,2026-09-24T19:40:15+00:00
auto-d8abc5e1ff1b0e8e,0edbeef6a14d2319,event,2023-07-28,Медведя снова заметили у озера Еланчик в Челябинской области — Новости Челябинска и Челябинской области,Челябинская область,Челябинская область,В индексе новостей опубликован заголовок: «Медведя снова заметили у озера Еланчик в Челябинской области — Новости Челябинска и Челябинской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Курс Дела,https://news.google.com/rss/articles/CBMirgFBVV95cUxQY04wT2dYNHBkR1ZHOFRQTkFrRktBVHZKbHh5N0VxdHFxRF90bW9VM05NdTB6dkNHTzBCV2pUWEZYcW5wRUZqRzlETy1QVWJYN0d6b2VIQmlVX2Z4VTdkaFQ2Mjh3S1ZNT1JFVzBpUGpuam1IQXdpT05wUE56bDJ4UmpxeWM1dVZYMk1mVUNLU0FMSG1YbkZ5ODhmWTNROVRwVkhxdDkxazgyMUxxZFE?oc=5,2026-09-24T19:40:15+00:00
auto-e98687741421dd78,f25ce2e154704d0b,event,2023-07-24,В Ярославской области грибники встретили в лесу агрессивного медведя,Ярославская область,Ярославская область,В индексе новостей опубликован заголовок: «В Ярославской области грибники встретили в лесу агрессивного медведя». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Ярославский регион,https://news.google.com/rss/articles/CBMinwFBVV95cUxQa0l0dVhVei1SSW9uYXNpc3lLOEdRVm1kWkdkZGJsWF9fS0NlR0VHRGoydENLMzJJLUpxT0dULVM0V1JIUFBTdUtkVFJfM1hGRnBFMGhLZ1JWR1A2VEx3NnpqbkM2Wm9JRmg4Z1ZydkdTV3dWUkY0MzdvZ1Bad0NBbzlPcFIxZDlaTDkzdGdnY09pNWJnZTdnamRhbGFrRWc?oc=5,2026-09-24T19:40:15+00:00
auto-83400cef893017ea,ef5e6f81ee7679e5,event,2023-07-23,В Омской области все чаще видят медведей — где можно встретить косолапого,Омская область,Омская область,В индексе новостей опубликован заголовок: «В Омской области все чаще видят медведей — где можно встретить косолапого». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,NGS55.RU,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5NaHVCY0YxQjBOMk0tRXExa01uLTg1WTR6WTRTNGVHRlc4U0dfQUtmdS1fZzVsOWg4V0NEdHNXcmlVdUxjOGo4YXIxbFVoTzlueGJLTjNRSHg2QVNWZTRB?oc=5,2026-09-24T19:40:15+00:00
auto-aab33ef0baf5fc08,34398ac70e119025,event,2023-07-17,Медведь напал на девушку в Якутии,Республика Саха (Якутия),Республика Саха (Якутия),В индексе новостей опубликован заголовок: «Медведь напал на девушку в Якутии». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Лапша Медиа,https://news.google.com/rss/articles/CBMib0FVX3lxTE9OYmltc3ZQTHRRSE13eDA3MlZVbDA1aHg5djNTaGdlWjN4MXo5LUkxOEJnRS1uTFhSM0NXTENuQkZNN014SEM1b2FwQUZHejVfcU4zbm1rdlpxSFVVMkpncmN2aXdlWVdPSU8zWG8ySQ?oc=5,2026-09-24T19:40:15+00:00
auto-6b1a1e791d56fbdc,60e4669b8a0326a8,event,2023-07-15,В районе танкодрома в Магадане медведь загрыз женщину,Магадан,Магаданская область,В индексе новостей опубликован заголовок: «В районе танкодрома в Магадане медведь загрыз женщину». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,RTVI,https://news.google.com/rss/articles/CBMiggFBVV95cUxPLXFZQ0tSeW9Wd1Z0Y2VIYk9pelM4c0V1YUlST1NRQ1dNN2F3b0daMVBjSEJJUlAwb3dOek5aLS1BdGhqN2tkVUllMlI3RDU1WUhobEJrVEFaRm5peHdTNEF2SEwweTA2Yk9RV2FUVnFkQnpJVHVBdEtJN3VwRnIzUkZR?oc=5,2026-09-24T19:40:15+00:00
auto-401adb758157b5c5,e3e3e4e7b1a01345,event,2023-07-05,В одной из деревень Курганской области заметили медведя,Курганская область,Курганская область,В индексе новостей опубликован заголовок: «В одной из деревень Курганской области заметили медведя». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Область 45,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1UVkN0NHZxYnZKcTIxdm9jTGQtaUNpbTk2RFdJdlZyRFZFY2NYZk1MYUZXNE11bWctU25jaW13U1VWMnZ4UW40VWtiSlJrdw?oc=5,2026-09-24T19:40:15+00:00
auto-9b46845a1629f5b0,c1ef31c8bd3db58c,event,2023-06-30,"Известно, какие раны получила женщина после нападения медведя в Кировской области",Кировская область,Кировская область,"В индексе новостей опубликован заголовок: «Известно, какие раны получила женщина после нападения медведя в Кировской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",Про Город Киров,https://news.google.com/rss/articles/CBMiR0FVX3lxTFBnRnl0MkduejJDY0RMazFkYTRyUVBwVEZSekE4S25LQzdQNjdqenpmYWJXTEFMTExVNkRKdk9KWEQ3UlZjWk1V?oc=5,2026-09-24T19:40:15+00:00
curated-d764c0f48b3fb02e,a63e144fb4eaa5e7,event,2023-06-29,"Томск, район вузов и общежитий: выход медведя к людям",Томск,Томская область,Взрослый медведь ночью бегал по городским улицам. Из-за угрозы населению его ликвидировали.,Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA%2C%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%20%D0%B2%D1%83%D0%B7%D0%BE%D0%B2%20%D0%B8%20%D0%BE%D0%B1%D1%89%D0%B5%D0%B6%D0%B8%D1%82%D0%B8%D0%B9%202023,2026-09-24T19:40:15+00:00
auto-621fc3e30143eb9d,33bad351d2bc5d8c,event,2023-06-28,"Осторожно, медведи: где в Иркутской области можно встретить грозного хищника",Иркутская область,Иркутская область,"В индексе новостей опубликован заголовок: «Осторожно, медведи: где в Иркутской области можно встретить грозного хищника». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",ФедералПресс,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5RUGJNWjFpZ09xXzVqNm12NDNaVFNEbWpyRGNJTm44NHFNMDN3Ym9DWVVTUGVxZkxKT0dyS0ZoUTNRbUpCd3owaWxyNA?oc=5,2026-09-24T19:40:15+00:00
curated-a320a0c40ae10f90,dfafe0afe1d3b4cc,event,2023-06-23,"Магадан, Нагаевская сопка: нападение медведя",Магадан,Магаданская область,Медведица и медвежонок напали на людей около жилого сектора. Пострадали три человека.,Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%2C%20%D0%9D%D0%B0%D0%B3%D0%B0%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D0%BE%D0%BF%D0%BA%D0%B0%202023,2026-09-24T19:40:15+00:00
curated-b2324c73dcea5275,a013eb0627bb8024,event,2023-06-05,"с. Онотка, Черемховский район, Иркутская область: нападение медведя",Иркутская область,Иркутская область,"Медведь напал на 40-летнего мужчину, собиравшего черемшу; пострадавший получил травмы различной тяжести.",Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D1%81.%20%D0%9E%D0%BD%D0%BE%D1%82%D0%BA%D0%B0%2C%20%D0%A7%D0%B5%D1%80%D0%B5%D0%BC%D1%85%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C%20%D0%98%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C%202023,2026-09-24T19:40:15+00:00
auto-6cf80328a866ece8,cabf899e447f6849,event,2023-06-05,Медведи всё чаще выходят к людям в Иркутской области,Иркутская область,Иркутская область,В индексе новостей опубликован заголовок: «Медведи всё чаще выходят к людям в Иркутской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,bst.bratsk.ru,https://news.google.com/rss/articles/CBMiR0FVX3lxTE9JUDhqR2xHeE1MU0ZJSTZYS3B6bGs5VDh1dEdiYUI3YjZrMl9Dei1hZVpvbENsOWVtREJMd1d0NVdNVk1tOWQ0?oc=5,2026-09-24T19:40:15+00:00
auto-f6cb070966977163,31f1693b97b7d8a6,event,2023-05-30,Медведь напал на людей в Алтайском крае,Алтайский край,Алтайский край,В индексе новостей опубликован заголовок: «Медведь напал на людей в Алтайском крае». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Лапша Медиа,https://news.google.com/rss/articles/CBMidkFVX3lxTE9OWkJ2SmtVb0FkRHRjTFRwd3EyME9pZFBUTXBrY0NDMWxtT0lnWUVtZTE1b1dsamZrQXFUSEEwMHkzU0xHOXZ3a2JTRGFZUWJxamtVTGRkVmpRYjFod1lDalJ1THVwVy1LaXJuZXc3Y1lQTmxnMkE?oc=5,2026-09-24T19:40:15+00:00
auto-f963310e58394b49,50ea72c8293774aa,event,2023-05-25,"Нападения медведей на людей, реальные истории из жизни (ч 2) Приморье",Приморский край,Приморский край,"В индексе новостей опубликован заголовок: «Нападения медведей на людей, реальные истории из жизни (ч 2) Приморье». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",Дзен,https://news.google.com/rss/articles/CBMiSkFVX3lxTE1aSDhBQVMxMjBpbzhjUUtqcXY4aFlCNmVlVVpPTVYya1Z1emhheG5oQl9FZVhEV2xhbFBzeERjVXVHdXlMSGtTdjhB?oc=5,2026-09-24T19:40:15+00:00
auto-f43863e8651c7033,32cedf1dbe5d439b,event,2023-05-24,В Хабаровском крае раненый медведь атаковал сбивший его внедорожник,Хабаровский край,Хабаровский край,В индексе новостей опубликован заголовок: «В Хабаровском крае раненый медведь атаковал сбивший его внедорожник». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Дром Новости,https://news.google.com/rss/articles/CBMiRkFVX3lxTE44eW5wMzZwQjlGMlVlMG4zZjhNMEROR01ELXAtY2FYNnZRMmo4amVYUWpFZUM2OXR2TFgtYlVXcFpNR2FSVFE?oc=5,2026-09-24T19:40:15+00:00
curated-283a0649a1d7e742,7dc041416fb6c990,event,2023-05-18,"пос. Кежемский, Братский район, Иркутская область: нападение медведя",Кежемский,Иркутская область,"Медведь зашёл на частное подворье, задрал телёнка и ранил другого.",Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%BF%D0%BE%D1%81.%20%D0%9A%D0%B5%D0%B6%D0%B5%D0%BC%D1%81%D0%BA%D0%B8%D0%B9%2C%20%D0%91%D1%80%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C%20%D0%98%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C%202023,2026-09-24T19:40:15+00:00
auto-541ca1fa322a1a18,a990c36a43e3017e,event,2023-04-20,Горняки заметили медведя около шахты в Кузбассе,Кемеровская область,Кемеровская область,В индексе новостей опубликован заголовок: «Горняки заметили медведя около шахты в Кузбассе». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,gazeta@a42,https://news.google.com/rss/articles/CBMikwFBVV95cUxOVFJWVVBScnpVWXJGY1VQOERuVDdsZDhaMXpQb2xsUVZ2WDR4b2ZzdFMtV1hiLW12MkZTT1NlbGdMaF9jWG9TSmZzeTMzWTFieUIwbkpSbnVGYm5jQTJwYjVRM3BoU0xFMEdHeldLaG01QjVsOVllRHlubXMxWTUyb3AwSUkySnA3a2hTaG5kNnVoVGfSAZgBQVVfeXFMTm9TSHh5UTVKb3lPc21PSjV4clRScU1taVJjaTMydWVsMlhNYkF3eGZKdW81TzNGUUc0VkZqenZ0VDlZeUFHMllfX1VYRmVXTkpDVktwd3YwWHA3QzVjYkxtdzlvTHl4RXFDVjZJMVVJdFJaSWVMd3RmemJyWmY3dFMtb01rQUs1eFc5a0dzUkFmeV83QmJTd2M?oc=5,2026-09-24T19:40:15+00:00
auto-504fbabc7de902b4,271972634c1b8d2d,event,2023-04-11,Голодные медведи вышли из зимней спячки в Псковской области,Псковская область,Псковская область,В индексе новостей опубликован заголовок: «Голодные медведи вышли из зимней спячки в Псковской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,ПЛН,https://news.google.com/rss/articles/CBMiUkFVX3lxTE90T0dneFFJbjduMno0aFYzZEdJUHdqN2lDYXl6Q0I2NGNvakxVamlvTEhXT19sUzRjT0o2b3FjdF92cWFtSXk0blRJUlNEdFJQdlE?oc=5,2026-09-24T19:40:15+00:00
auto-21e6060019d13dc7,02cb406ffa651d99,event,2022-12-07,РИА Новости | Медведицу с медвежатами заметили на автобусной остановке на Камчатке. Косолапые до сих пор не впали в спячку,Камчатский край,Камчатский край,В индексе новостей опубликован заголовок: «РИА Новости | Медведицу с медвежатами заметили на автобусной остановке на Камчатке. Косолапые до сих пор не впали в спячку». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Дзен,https://news.google.com/rss/articles/CBMiW0FVX3lxTE91OENSZ0Q5dE81ZjJvcU1PZjFvdXE0YVBhdVZOQWE4LTBGNUtUOHk4d1J5Ni1fSXNYeGVycVVWR0tzMlpqejYwSUt0dHpaYXV1TE9mcHZtX01hcW8?oc=5,2026-09-24T19:40:15+00:00
auto-4231d7dee0adeffe,a90c36757481d99c,event,2022-11-30,Амурский тигр растерзал бурого медведя в заповеднике в Хабаровском крае,Хабаровский край,Хабаровский край,В индексе новостей опубликован заголовок: «Амурский тигр растерзал бурого медведя в заповеднике в Хабаровском крае». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Дзен,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5nNkNnb21hNmd0azVyUHpXYlc3NUdoMDRrcm9wRE9IdmVycDBGcmVrSTJ3cTdmb0FXenpENlMxaTE1NkhEQTN1dGhlRnE0SlpCXzFndFluWVZzSEwwU3B4UzJn?oc=5,2026-09-24T19:40:15+00:00
auto-829fddb8b24a2209,64eb892ca47163fe,event,2022-11-18,"Охотоведы рассказали, сколько человек погибли от лап медведей на Сахалине в 2022 году",Сахалинская область,Сахалинская область,"В индексе новостей опубликован заголовок: «Охотоведы рассказали, сколько человек погибли от лап медведей на Сахалине в 2022 году». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",АСТВ,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPWVF4bWFLOUh5TFFDZGdWdkpRYXBXVEQ4SnlhVl9wdU1hcFB0ZUtKMXhjSG9nNDVTSWFXMkNkSmJIM1prX21qUV9YUVdkMWs0TmtScWNvODR1MEZuQWZsTVdRdWZjMU9xX3NqdDFnNjkwdC1hMUk0X1dHWTZTalJNRW1naGZIUTcwcFJxUjExVGxWOWswY2dadC10ZC0zcFo2Z21mdDBBWmRLZUpkM3N1Qm5UbTVQTmdLUkJSVHItQjNvZlE?oc=5,2026-09-24T19:40:15+00:00
auto-0595e7fa54cda9aa,e2a34f071da6836b,event,2022-10-04,Рваные раны лица и рук: в Кировской области на мужчину напал медведь,Кировская область,Кировская область,В индексе новостей опубликован заголовок: «Рваные раны лица и рук: в Кировской области на мужчину напал медведь». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Про Город Кирово-Чепецк,https://news.google.com/rss/articles/CBMiSEFVX3lxTE9QUHQxell2OEJBcGJ0akFQQVFBUHZvcHBtZ3hjLW8xcldRSGdSbGduWGt3RXVqVWw3aUJLSFByZkNJOVVvQ3lCVQ?oc=5,2026-09-24T19:40:15+00:00
auto-377dab51cef0891f,6d9ae3b0803ea0d5,event,2022-08-29,На Камчатке медведи продолжают нападать на людей – есть погибшие,Камчатский край,Камчатский край,В индексе новостей опубликован заголовок: «На Камчатке медведи продолжают нападать на людей – есть погибшие». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,vostok.today,https://news.google.com/rss/articles/CBMijwRBVV95cUxNZDZqa0hFdWlibDBOWUN0VjRaVEU1Sk1ObkJzSXpvd3FNZmVmYWhFQlpBVFgzQk5reE1ZbVRZUkZzV3hIczBuVnBZQ1FQMnpCM1R6MWYyWUlpSVhScThjY1NEV0V6UXBMSl9OMUJBOHVvUE9ncWUtcEMzUF9ZbFJrVnZzZS1tampVdFRjZHlPZlh6WTlXbjRqSnVIdElsWkFtZzQ3UzM0Z2Y1cTh4cHZGWnJPU0prajRXbE9WY3hOX1ZxN3JXV0R2eHQ1eFlIUE5rTzFEMEZGUm4zNThKT3N1Qlc3LXhGTG96YzBOcjl1S0UwLU5uSW9wUUVtdTVxazRUTjVhZkh3cUpNOWdkTDhjbzRRMkJYUUFrWXZjRzhWU25Qc1FaNFluSHZlanVJblhHaV82bWJEd204LUVwbkp0SjQtbkRyVjdTUFJDSXJoS1IxNHZwakZZR3NzY0Y3ckxWRThiWkdXcUEtWWViRnVXc1QtYkdqbGNTVkJ6QlAwZkpickk5Qk0zWU5SS2s3UmpFeXl2VDRNeFE4WWJLckhOUlVFeFhKbWotb1U4ZWJ3N3V6YkgtcTRmUTZHRlJpQ0lCdnJtNWN3YlNVNUoycm1XVG04RDR5MjZaRHFuRTVUNHJteHcxY1hKa090aEhvbHdlTGQ3bFNQczRRdWVxRW5TZ1laTXBkYVFSdGQ2YmZwYw?oc=5,2026-09-24T19:40:15+00:00
auto-1cefc2284ddd63ba,506073eaa7711993,event,2022-08-19,Медведя заметили еще в одном селе Самарской области,Самарская область,Самарская область,В индексе новостей опубликован заголовок: «Медведя заметили еще в одном селе Самарской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,63.ру,https://news.google.com/rss/articles/CBMiXkFVX3lxTE94dWhfRWxZb0cyOUFpMDN1bmYzQ28xR2pmRFRDS1lya2ZLR2hRVkhjaWJvSUVSLV9jMXM3eUhoVHNMLTVXWGdoUzh6NEtDVUxuRE9CMzZJajRqWnFWRHc?oc=5,2026-09-24T19:40:15+00:00
auto-c839e330772ad793,64adf49f73586994,event,2022-08-15,«Сидел под яблоней и ел»: в Самарской области медведь забрел в жилой сектор,Самарская область,Самарская область,В индексе новостей опубликован заголовок: ««Сидел под яблоней и ел»: в Самарской области медведь забрел в жилой сектор». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,63.ру,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBmT3hBb2lEYkUwdU9oUUlwa0g2bUpsRXlQQS1VbTgza2EtaEdUOXNWNDRMZW9peGxONi1SWmpRQkROd25kVXNtazc3TE50LVpTeG52Tk5TbkkxN2s?oc=5,2026-09-24T19:40:15+00:00
auto-08d2b3584eb91588,e3678e17eaafb12c,event,2022-08-10,На Сахалине медведь растерзал парня с девушкой и несколько дней питался их телами,Сахалинская область,Сахалинская область,В индексе новостей опубликован заголовок: «На Сахалине медведь растерзал парня с девушкой и несколько дней питался их телами». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,life.ru,https://news.google.com/rss/articles/CBMiPkFVX3lxTE1faEQ0Y1JZTTBKQTVfcEUtal9nQXNSdGpEYkdIc2tFWXVVS21kaTRoNlc4QTM0VHJjajd3QW1R?oc=5,2026-09-24T19:40:15+00:00
